url,title,text,topic,tags,date
https://lenta.ru/news/1914/09/16/hungarnn/,1914. Русские войска вступили в пределы Венгрии  ,"Бои у Сопоцкина и Друскеник закончились отступлением германцев. Неприятель, приблизившись с севера к Осовцу начал артиллерийскую борьбу с крепостью. В артиллерийском бою принимают участие тяжелые калибры. С раннего утра 14 сентября огонь достиг значительного напряжения. Попытка германской пехоты пробиться ближе к крепости отражена. В Галиции мы заняли Дембицу. Большая колонна, отступавшая по шоссе от Перемышля к Саноку, обстреливалась с высот нашей батареей и бежала, бросив парки, обоз и автомобили. Вылазки гарнизона Перемышля остаются безуспешными. При продолжающемся отступлении австрийцев обнаруживается полное перемешивание их частей, захватываются новые партии пленных, орудия и прочая материальная часть. На перевале Ужок мы разбили неприятельский отряд, взяли его артиллерию и много пленных и, продолжая преследовать, вступили в пределы Венгрии.
«Русский инвалид», 16 сентября 1914 года.",Библиотека,Первая мировая,1914/09/16
https://lenta.ru/news/1914/09/16/lermontov/,1914. Празднование столетия М.Ю. Лермонтова отложено ,"Министерство народного просвещения, в виду происходящих чрезвычайных событий, признало соответственным в день годовщины со дня рождения М.Ю. Лермонтова (2-го октября 1914 года) ограничиться совершением в учебных заведениях панихиды по поэту, отложив празднование юбилея до более благоприятного времени.
«Русский инвалид», 16 сентября 1914 года.",Библиотека,Первая мировая,1914/09/16
https://lenta.ru/news/1914/09/17/nesteroff/,1914. Das ist Nesteroff!,"Штабс-капитан П. Н. Нестеров на днях, увидев в районе Желтиева, в Галиции, летящий над нашим расположением австрийский аэроплан, собиравшийся бросить бомбы, взлетел на воздух, атаковал неприятеля и протаранил неприятельский аппарат, предотвратив жертвы в наших войсках. Сам Нестеров при этом погиб смертью героя. По словам доставленных в Киев пленных австрийских офицеров, всей неприятельской армии хорошо известно имя Нестерова. Во время воздушных разведок русских авиаторов австрийцы всегда безошибочно определяли, каким аппаратом управлял Нестеров. Когда показывался аэроплан-птица, красиво и вольно паривший в воздухе, австрийцы указывали — Das ist Nesteroff! Австрийцы боялись покойного, и все их усилия были направлены к прекращению его деятельности. За задержание отважного летчика была объявлена большая премия. Нестеров погиб в 27 лет. После Нестерова остались жена и двое детей — девочка, 5-ти лет, и мальчик, 3-х лет. Иллюстрированный журнал «Искры» № 35, сентябрь 1914 года  Песнь о Нестерове В безбрежности неба, в бескрайности ясной пустыниСражались лишь птицы и гибли лишь птицы доныне.Так птице подобный, полет свой направив могучий,Унесся пилот легкокрылый за темные тучи.А там, на земле, колыхаясь, знамена шумели, И лязгали сабли, и пушки зловеще гремели.И пламенно богу войны посылал он молитвы,И очи горели и звали и жаждали битвы…Величие духа в равнине обманчиво-зыбкой.Презрение смерти под светлою солнца улыбкой…Мольбы не напрасны. Велению рока послушный,Противник уж реет кругами в стихии воздушнойИ дрогнуло сердце. Рука, как пружина стальная,На руль налегла. Встрепенулась машина живая…Чти, родина, память героя! Решенье созрелоМгновенье – и врезался дерзко он в хрупкое тело.Пощады не знает стихия. Победа наградой…И пали противники грузной и страшной громадой…В безбрежности неба, в бескрайности ясной пустыниСражались лишь птицы и гибли лишь птицы доныне. Журнал «Нива» №37, сентябрь 1914 года",Библиотека,Первая мировая,1914/09/17
https://lenta.ru/news/1914/09/17/bulldogn/,1914. Бульдог-гонец под Льежем ,"Фотограф-корреспондент Daily Mirror рассказывает случай, который порадует всех друзей животных. Лейтенант бельгийской артиллерии, руководивший обороной одного из фортов Льежа, ни за что не хотел расстаться с своей собакой — бульдогом. Когда пруссаки пробрались между фортов в самый город, офицеру пришло в голову доверить бульдогу письмо, в котором он посылал успокоительную весть своим родителям. Благородный пес честно исполнил свою миссию. Десять часов спустя бульдог проник обратно в форт и принес ответ. С этого момента бульдог стал настоящим гонцом. Много раз пробирался он через линии германских войск, неся на себе спрятанными в ошейнике шифрованные депеши.
Журнал «Нива» №37, сентябрь 1914 года",Библиотека,Первая мировая,1914/09/17
https://lenta.ru/news/1914/09/18/zver/,1914. Под Люблином пойман швабский зверь,"Лица, приехавшие в Варшаву из Люблина, передают, что туда доставлен «швабский зверь» — взятый в плен прусский майор Прейскер, бывший комендант Калиша. Это — здоровый детина, с типично прусским наглым лицом и мутными глазами. Когда этого «зверя» вели с партией пленных по улице и из толпы раздались крики и проклятия, Прейскер трусливо замешался в толпу пленных, стараясь скрыться. Зато в заключении, под конвоем наших солдат, Прейскер принял пришедшего к нему русского офицера сидя, нагло развалившись в кресле. Конвойные «помогли» ему подняться и вытянуться во фронт. Кроме Прейскера, нашими войсками взят в плен и другой «швабский зверь» — капитан Шмидт, живьем сжигавший жителей деревень, запирая их в хатах. Журнал «Нива» №38 от 20 сентября 1914 года",Библиотека,Первая мировая,1914/09/18
https://lenta.ru/news/1999/08/31/stancia_mir/,"Космонавты сомневаются в надежности ""Мира""","Как стало известно агентству Ассошиэйтед Пресс, экипаж последней экспедиции на станцию ""Мир"" считает ее способной выйти из-под контроля.Командир Виктор Афанасьев сказал: ""Мы чувствуем себя хорошо, но грустим, что оставили станцию летать в беспилотном режиме."" Gazeta Ru подробно писала о том, что финансирование программы ""Мир"" закрыто, но конструкторы не спешат топить ее в Тихом океане, надеясь на изыскание внебюджетных средств.Они надеются, что правительство оплатит финальную экспедицию на ""Мир"" в феврале или марте 2000 года. Новая экспедиция должна постепенно перевести станцию на низкую орбиту, после чего 140- тонный ""Мир"" в основном сгорит в атмосфере, а незначительные его части упадут в Тихий океан. Но нет никакой гарантии, что пережившая столько отказов оборудования конструкция поведет себя адекватно командам. Афанасьев перечислил потенциально опасные элементы ""Мира"" на пресс- конференции, состоявшейся в понедельник в Звездном Городке. ""Может упасть давление в кабине,- сказал он,- и это станет серьезным препятствием для работы следующей экспедиции. Слишком велика роль ""человеческого фактора"" , элементарная ошибка может привести как к потере топлива, так и к потере ориентации."" Американское космическое агентство по аэронавтике и космическому пространству предлагало России затопить ""Мир"", а его ресурсы перевести на международную космическую станцию. Но Россия не хочет расставаться с легендарным символом.",Россия,Все,1999/08/31
https://lenta.ru/news/1999/08/31/vzriv/,Взрыв в центре Москвы: пострадало 30 человек,"В зале игровых автоматов в третьем ярусе подземного комплекса ""Охотный ряд"" на Манежной площади в центре Москвы около 20.00 прогремел мощный взрыв. По данным ФСБ, погибли не менее четырех человек, 20 человек ранены. Однако уточненная оценка числа пострадавших в результате этого взрыва может достигнуть ста человек. Агентство ИТАР-ТАСС, в сообщении от 21.15 со ссылкой на источники в ГУВД Москвы, говорит только о 30 раненых, в том числе о двух пострадавших в тяжелом состоянии. Однако число пострадавших в результате этого взрыва может составить до ста человек. По данным РИА ""Новости"", Боткинская больница, Институт им. Склифосовского, 1-ая Градская, 36-ая и 64-ая горбольница работают только на прием пострадавших. С места происшествия запросили 20 машин скорой помощи. Из торгового центра эвакуированы все посетитетели. Среди причин происшедшего называют террористический акт, связанный с последними событиями в Дагестане, однако, по сообщению ОРТ, не исключается и версия об аварии (взорвался игровой автомат). Более точных данных о причнах взрыва и количестве жертв представители УФСБ называть не торопятся.",Россия,Все,1999/08/31
https://lenta.ru/news/1999/08/31/credit_japs/,Япония кредитует Россию на полтора миллиарда долларов,"Япония приняла решение разморозить кредиты России на сумму в полтора миллиарда долларов. Об этом заявил сегодня после встречи с премьер-министром Японии вице-премьер правительства России Виктор Христенко. Он прибыл в Токио во главе делегации для участия в заседании  российско-японской межправительственной комиссии по торгово-экономическим  вопросам, которое  начнется в  среду  в Токио. Один из участников подготовки этого заседания сообщил ""Интерфаксу"", что Христенко постарается на конкретных макроэкономических показателях  за последние  месяцы доказать, что экономика России становится более стабильной и убедить Японию в своей платежеспособности и партнерской надежности. ""Если на заседании  комиссии японская сторона будет удовлетворена этими данными, то многие российско-японские проекты по улучшению  экономики дальневосточного побережья, примут более реальные очертания"", - подчеркнул источник. Сегодняшнее сообщение о разморозке кредита показывает, что приведенные Христенко выкладки оказались убедительными для японцев. В  отношении   Японии  еще   со  времен СССР  осталаськоммерческая задолженность  японским фирмам,  общий объем которой составляет около $1,1 миллиардов. Основная задолженность перед крупными фирмами, объединившимися  в Токийский клуб, составляет около $925 миллионов. Общий же объем внешнего долга России в настоящее время  составляет около $150 миллиардов, и платежи по его обслуживанию в соответствии  с графиком  должны были  бы составить  около  90% доходов федерального бюджета.",Россия,Все,1999/08/31
https://lenta.ru/news/1999/08/31/diana/,Британцы отмечают двухлетие смерти Дианы,"Британцы отмечают сегодня скорбную дату - вторуюгодовщину со дня смерти принцессы Дианы. Она погибла вавтомобильной катастрофе в парижском туннеле в ранние утренниечасы 31 августа 1997 года. С утра к золоченым воротамКенсингтонского дворца, где жила Диана, приходят ее поклонники.В чугунные завитки ограды вплетаются сотни букетов. Людиоставляют дары принцессе - коробки конфет, плюшевых мишек,открытки со посвященными ей стихами, стенгазеты. Вчера и сегодня болееТысячи англичан подписали петицию с требованием к властямускорить сооружение мемориала принцессе. Пока Мемориальныйкомитет собирается переоборудовать в ее честь детскую игровуюплощадку, которая находится на территории Кенсингтонского паркаи создать посвященную ей ""прогулочную дорожку"" вдоль похоронного маршрута. Мемориальный фонд имени принцессы Дианы собрал в видепожертвований населения более 85 миллонов фунтов (140 миллионов долларов).Средичленов правления фонда нет согласия относительно использованиясредств. Они заняты не столько помощью больным иобделенным, как завещала принцесса, сколько в основном судебнойсхваткой за авторские права на ее, Дианы, изображения. Королевская семья отметит траурную годовщину сдержаннойпоминальной церемонией в шотландском замке Балморал, где будутприсутствовать сыновья Дианы - 17-летний Вильям и 14-летнийГарри, их отец принц Чарльз. Родственники Дианы соберутсяотдельно в Олторпе, поместье ее брата графа Чарльза Спенсера. Впоместье создан мемориальный музей Дианы, который в этом годупосетило 142 тысячи человек. Ожидается, что в ближайшие дни будут оглашеныокончательные результаты расследования аварии в Париже.Британские газеты уже получили этот документ. Никаких сенсацийтам нет. Единственная причина катастрофы - опьянение водителя ипревышение скорости, пришли к заключению французскиеследователи. Содержание алкоголя в крови водителя лимузина Генри Пола в три раза превосходило норму- 1,8 грамма на литр. Фиат ""Уно"", якобы послуживший причиной трагедии, так и не найден- в Париже таких автомобилей более сорока тысяч. Не будет предъявлено никаких обвиненийфотографам-папарацци, преследовавшим ""Мерседес"" Дианы на мотоциклах. Письма Дианы к бывшему любовнику,майору Джеймсу Хьюитту, могут быть вскоре опубликованы отдельной книгой. Хьюитт нарушил клятву никогда не использовать для печати 65 писем принцессы, написанных ею после того, как ее брак с принцем Чарльзом развалился. В письмах королевская семья характеризуется весьма нелицеприятно.",Мир,Все,1999/08/31
https://lenta.ru/news/1999/08/31/mvf/,Отмытые через Bank of NY деньги не имели отношения к МВФ,"В понедельник директор департамента внешних связей Международного валютного фонда Томас Доусон провел селекторную пресс-конференцию, на которой заявил, что нет ""абсолютно никаких доказательств"" участия средств МВФ в операциях, проводимых через ""Bank of New York"", хотя МВФ ""очень серьезно"" относится к подобным обвинениям. По словам Доусона, на данный момент никаких подтверждений высказанным обвинениям не предоставлено, и представители американских властей или правоохранительных органов официально в МВФ в связи с проводимым расследованием не обращались. При этом представитель МВФ не исключил, что этот вопрос возникал в ходе работы миссии экспертов Фонда, находящейся сейчас в Москве и проводящей переговоры с представителями российского правительства. Переговоры эти продлятся еще несколько дней. Доусон также подтвердил, что вопрос об использовании средств МВФ будет обязательно рассмотрен во время предстоящего обсуждения итогов работы миссии фонда в Москве, которая представит совету директоров МВФ доклад о результатах своих переговоров с представителями российского правительства. На основе этого доклада будет решаться вопрос о выделении России второго транша в рамках новой программы сотрудничества между МВФ и российским правительством и, по словам Доусона, совет директоров заслушает этот доклад вероятнее всего ""ближе к концу сентября"", а не в середине сентября: этот срок более реален с организационной точки зрения. Так же, как и предыдущий, июльский, новый транш в случае выделения не будет перечислен в Россию, а сразу пойдет на погашение задолженности перед МВФ. Отвечая на вопрос о проведении еще одного независимого аудита деятельности Центрального банка России, (о чем сообщили в понедельник некоторые мировые СМИ), Доусон заявил, что этот аудит не связан с обвинениями по делу нью-йоркского банка: он был предложен российским правительством еще в июне и решение о его проведении закреплено в июльском письме о финансовой политике, направленном правительством России в МВФ. Так же как и предыдущий доклад, новый аудит будет проведен компанией ""Прайс уотерхаус"".",Россия,Все,1999/08/31
https://lenta.ru/russia/1999/08/31/tamozhnya/,C 1 сентября вводится новая форма таможенной декларации,"С 1 сентября на всей территории России вводится новая форма таможенной декларации для физических лиц. Как пояснили в Государственном таможенном комитете (ГТК), форма декларации, которая была одобрена Советом руководителей таможенных служб государств-участников Содружества, является единой на территории всех стран СНГ, за исключением Армении. По данным ИТАР-ТАСС, в новой декларации содержится более подробный перечень товаров, подлежащих обязательному декларированию. Так, впервые в их число включены ядовитые и сильно действующие вещества и лекарства, радиоактивные материалы, объекты флоры и фауны, а также высокочастотные радио-электронные устройства и средства связи - в частности, системы радиолокации, кабельного телевидения и средства мобильной связи частотой выше 9 килогерц. Кроме того, в декларации будет необходимо приводить более подробные сведения о ввозимом или вывозимом транспортном средстве - вид машинs, год выпуска, объем двигателя, номера двигателя, кузова и шасси. В России новая форма декларации наряду с прежней применялась с 1 августа лишь на московских таможенных пунктах: Шереметьево, во Внуково, в Домодедово, Чкаловском и на железнодорожных вокзалах. Теперь она вводится на всей территории страны. Преимуществом новой декларации, пояснили в ГТК, является то, что она будет единой на территории 11 государств СНГ, подписавших соглашение, к которому пока не присоединилась лишь Армения, но с ней ""сейчас ведутся конструктивные переговоры"". Новая таможенная декларация уже вступила в силу на территории Украины и Белоруссии, другие государства СНГ заявили о своей готовности ввести ее на своей территории до концатекущего года.",Россия,Все,1999/08/31
https://lenta.ru/news/1999/08/31/fsb/,Создан департамент ФСБ по борьбе с терроризмом,"Указом президента России Бориса Ельцина внесены изменения в  существующую структуру Федеральной службы безопасности РФ, утвержденную в июле прошлого года. Как говорится в поступившем сегодня сообщении Центра общественных связей ФСБ, в соответствии с Основами (Концепцией) государственной политики Российской Федерации по военномустроительству на период до 2005 года, на базе Департамента по борьбе с терроризмом и Управления конституционной безопасности ФСБ создан Департамент по защите конституционного строя и борьбе с терроризмом. В составе департамента организуются три управления с четко определенной компетенцией. В ФСБ отмечают, что ""в современных условиях для российскойгосударственности имеют приоритетное значение вопросы защитыконституционного строя, сохранения целостности страны, борьбыс терроризмом и всеми формами экстремизма, а также разведывательно-подрывной деятельностью спецслужб и организаций иностранных государств"". Как подчеркивается в сообщении, ""органам безопасности в решении данных проблем отведена особая роль"".",Россия,Все,1999/08/31
https://lenta.ru/news/1999/08/31/cholera/,Южно-Сахалинск объявлен очагом холеры,"Сегодня областной центр Сахалина и Курил получил статус очага распространения холеры. Как сообщает ИТАР-ТАСС со ссылкой на пресс-центр администрации Сахалинской области, в лечебных учреждениях Южно-Сахалинска уже находятсятся 5 горожан, причем у двоих из них болезнь проходит в средне-тяжелой форме. Специалисты Госсанэпиднадзора по Сахалинской области и Хабаровской противочумной станции считают, что возможным источником заражения стала река Хомутовка в военном городке и слабосоленная красная рыба собственного приготовления, которую жители промывали в этой реке. Решением губернатора Сахалинской области Игоря Фархутдинова сегодня в Южно-Сахалинске начато развертывание специальных госпиталей и изоляторов для локализации и ликвидации очага холеры. Кроме того, на заседании санитарно-противоэпидемической комиссии было принято решение о трехкратном бактериологическом обследовании всех больных, обратившихся в медицинские учреждения города с жалобами на кишечные расстройства. В Южно-Сахалинске установлен запрет на купание и водопользование в неустановленных местах.",Россия,Все,1999/08/31
https://lenta.ru/news/1999/08/31/polit_blok/,Леворадикалы создают предвыборный блок,"Бывший шеф Службы безопасности президента  Александр  Коржаков,  лидер  Движения  в поддержку армии Виктор Илюхин и руководители ряда других движений возглавят блок патриотических сил ""Русский дом"". Выступая сегодня на пресс-конференции в Москве, руководитель ""Союза соотечественников - ""Отчизна"" Борис Тарасов заявил, что основой блока стал политических договор между этими политическими организациями. По его словам, все четыре организации имеют общероссийский статус и могут организовывать блоки самостоятельно. Руководители блока еще не определили, будут ли они сотрудничать с другими блоками и организациями, однако, как отметил Тарасов, ""совершенно невозможно обойти в некотрых вопросах сотрудничество с КПРФ"". В отношении ""блокирования"" с РНЕ он отметил, что эта организация уже создала свой блок без ""Русского дома"". По словам Тарасова, лидером нового блока его участники видят лидера ДПА Виктора Илюхина, а само ДПА - основной движущей силой ""Русского дома"". Сам Илюхин ""в силу некоторых причин"", которые однако, не были внятно объяснены, не смог присутствовать на пресс-конференции, однако он подтвердил свое участие в новом блоке. Основная задача блока, по словам Тарасова - преодоление 5-процентного барьера на выборах в Госдуму.",Россия,Все,1999/08/31
https://lenta.ru/news/1999/08/31/turkey_quake/,"Еще одно землетрясение в Турции: один человек погиб, около 70 ранены","подземный толчок силой 5,2 балла На северо-западе Турции, где 17 августа произошло разрушительноеземлетрясение, приведшее к гибели более 14 тысяч человек, сегодняв 11.11 местного времени (12.11 по московскому времени) зафиксирован подземный толчок силой 5,2 балла по шкале Рихтера. Его эпицентр, какпрежде, находился в городе Измит, сообщила сейсмологическая обсерватория Босфорского университета. Новое землетрясение вызвало панику у местных жителей. По сообщению ВВС, погиб один человек и около 70 ранены.",Мир,Все,1999/08/31
https://lenta.ru/news/1999/08/31/dagestan/,В горах Дагестана идут активные боевые действия,"Сегодня утром в районах дагестанских селений Чабанмахи и Карамахи возобновились активные боевые действия подразделений внутренних войск МВД.  Как сообщили ""Интерфаксу"" во временном пресс-центре объединенной группировки Минобороны РФ в Дагестане, они встречают сильное огневое сопротивление со стороны экстремистов. Всего, по имеющимся в пресс-центре сведениям, группировка исламских боевиков в этом районе превышает 500 человек. Вчера в результате ожесточенного боя ими была выведена из строя боевая машина пехоты федеральных сил. Погибли двое и ранены еще двое военнослужащих. Вертолеты федеральных сил вчера нанесли 8 ракетных ударов по позициям боевиков в районах горы Чабан, а также в километре восточнее села Дуранги и в полутора километрах от того села. По боевым позициям исламистов также вела ""сосредоточенный огонь"" артиллерия.Удалось перехватить радиосообщений исламистов, в которых они просят о помощи у своих единомышленников в Чечне и Дагестане. 30 августа при продвижении из района населенного пункта Дуранги в направлении горы Чабан в результате ожесточенного боя противником выведена из строя боевая машина пехоты. Погибли двое и ранены еще двое военнослужащих. 30 августа вертолеты федеральных сил нанесли восемь ракетных ударов по позициям боевиков в районах горы Чабан, а также в километре восточнее села Дуранги и в полутора километрах от того села. По боевым позициям исламистов также вела ""сосредоточенный огонь"" артиллерия. По данным пресс-центра МВД, в боевых действиях у Карамахи и Чабанмахи, а также к югу от Доргели в течение 29-30 августа уничтожена зенитная установка исламистов, миномет с боевым расчетом, 2 склада боеприпасов, подавлены две огневые точки противника. Федеральные силы заняли позиции на высотах южнее населенного пункта Даргели и у перевала ""Волчьи ворота"". Задержан радист боевиков. По информации пресс-центра, за два дня операции потери внутренних войск МВД составили трое погибших и 31 раненый. В Ботлихском районе Дагестана подразделения МВД России во взаимодействии сотрудниками внутренних дел республики и ополченцами контролируют районы населенных пунктов Анди и Харами. Их задача - не допустить проникновения боевиков в эти районы. Продолжается разминирование этого района. За прошедшие сутки инженерными подразделениями обезврежено29 мин, 18 артиллерийских снарядов, 1 авиабомба и 113 гранат. В рамках плановой замены частей из Ботлихского района минувшей ночью была выведена парашютно-десантная часть Минобороны РФ. Во временном пресс-центре еще раз подчеркнули, что части Минобороны непосредственно в боевых действиях участия не принимают, а несут службу на внешних блок-постах. Министерство Обороны РФ открыло с сегодняшнего дня  телефонную ""горячую линию"", по которой с 8.00 до 20.00 можно будет узнавать об убитых, раненных и пропавших без вести в ходе боевых действий в Дагестане.",Россия,Все,1999/08/31
